unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
576,J00-2005,a holistic lexiconbased approach to opinion mining,,describing complex charts in natural language a caption generation system,Vibhu Mittal,"This may be because pipelines have many engineering advantages , and in practice the sort of problems pointed out by Danlos and other pipeline critics do not seem to be a major problem in current applied NLG systems ( #AUTHOR_TAG ) .",0
577,N04-2004,a holistic lexiconbased approach to opinion mining,,adding semantic annotation to the penn treebank,Paul Kingsbury,"This approach has its roots in Fillmore 's Case Grammar ( 1968 ) , and serves as the foundation for two current large-scale semantic annotation projects : FrameNet ( Baker et al. , 1998 ) and PropBank ( #AUTHOR_TAG ) .",0
578,J87-3002,a holistic lexiconbased approach to opinion mining,,natural language information processing,N Sager,"Two exceptions to this generalisation are the Linguistic String Project ( #AUTHOR_TAG ) and the IBM CRITIQUE ( formerly EPISTLE ) Project ( Heidorn et al. , 1982 ; Byrd , 1983 ) ; the former employs a dictionary of approximately 10,000 words , most of which are specialist medical terms , the latter has well over 100,000 entries , gathered from machine readable sources .",4
579,W00-1017,a holistic lexiconbased approach to opinion mining,,mimic an adaptive mixed initiative spoken dialogue system for information queries,Junnifer Chu-Carroll,They can also shift the dialogue 2The notion of the initiative in this paper is different from that of the dialogue initiative of #AUTHOR_TAG .,4
580,N10-1084,a holistic lexiconbased approach to opinion mining,,webscale ngram models for lexical disambiguation,Shane Bergsma,"The Google n-gram data was collected by Google Research for statistical language modelling , and has been used for many tasks such as lexical disambiguation ( #AUTHOR_TAG ) , and contains English n-grams and their observed frequency counts , for counts of at least 40 .",0
581,D09-1056,a holistic lexiconbased approach to opinion mining,,crossdocument coreference on a large scale corpus,Chung Heong Gooi,"Withindocument coreference resolution has been applied to produce summaries of text surrounding occurrences of the name ( Bagga and Baldwin , 1998 ; #AUTHOR_TAG ) .",0
582,W04-0910,a holistic lexiconbased approach to opinion mining,,framenet theory and practice,C Fillmore C Johnson,"To represent the semantics of predicative units , we use FrameNet inventory of frames and frame elements ( C.#AUTHOR_TAG ) .",2
583,P13-3018,a holistic lexiconbased approach to opinion mining,,morphological decomposition and the reverse base frequency effect,M Taft,"Similar observation for surface word frequency was also observed by ( Bertram et al. , 2000 ; Bradley , 1980 ; Burani et al. , 1987 ; Burani et al. , 1984 ; Schreuder et al. , 1997 ; Taft 1975 ; #AUTHOR_TAG ) where it has been claimed that words having low surface frequency tends to decompose .",0
584,P10-2059,a holistic lexiconbased approach to opinion mining,,data mining practical machine learning tools and techniques,Ian H Witten,"These two sets of data were used for automatic dialogue act classification , which was run in the Weka system ( #AUTHOR_TAG ) .",2
585,W00-1312,a holistic lexiconbased approach to opinion mining,,a tutorial on hidden markov models and selected applications in speech recognitionquot,L Rabiner,â¢ The transition probability a is 0.7 using the EM algorithm ( #AUTHOR_TAG ) on the TREC4 ad-hoc query set .,2
586,P10-2059,a holistic lexiconbased approach to opinion mining,,combining lexical syntactic and prosodic cues for improved online dialog act tagging,Vivek Kumar Rangarajan Sridhar,"#AUTHOR_TAG obtain promising results in dialogue act tagging of the Switchboard-DAMSL corpus using lexical , syntactic and prosodic cues , while Gravano and Hirschberg ( 2009 ) examine the relation between particular acoustic and prosodic turn-yielding cues and turn taking in a large corpus of task-oriented dialogues .",0
587,W04-1610,a holistic lexiconbased approach to opinion mining,,a comparative study on feature selection in text categorization,Y Yang,"( #AUTHOR_TAG ) has found strong correlations between DF , IG and the X2 statistic for a term .",0
588,J09-4010,a holistic lexiconbased approach to opinion mining,,mercure towards an automatic email followup system,G Lapalme,"Despite this , to date , there has been little work on corpus-based approaches to help-desk response automation ( notable exceptions are Carmel , Shtalhaim , and Soffer 2000 ; #AUTHOR_TAG ; Bickel and Scheffer 2004 ; Malik , Subramaniam , and Kaushik 2007 ) .",0
589,P00-1012,a holistic lexiconbased approach to opinion mining,,ordering among premodifiers,James Shaw,"To quantify the relative strengths of these transitive inferences , #AUTHOR_TAG propose to assign a weight to each link .",0
590,P07-1068,a holistic lexiconbased approach to opinion mining,,anaphora resolution,R Mitkov,"While these approaches have been reasonably successful ( see #AUTHOR_TAG ) , Kehler et al. ( 2004 ) speculate that deeper linguistic knowledge needs to be made available to resolvers in order to reach the next level of performance .",0
591,J87-3002,a holistic lexiconbased approach to opinion mining,,database design for a dictionary of the future,Frank Tompa,"Lisp is not particularly well suited for interfacing to complex , structured objects , and it was not our intention to embark on a major effort involving the development of a formal model of a dictionary ( of the style described in , eg. , #AUTHOR_TAG ) ; on the other hand a method of access was clearly required , which was flexible enough to support a range of applications intending to make use of the LDOCE tape .",0
592,D12-1037,a holistic lexiconbased approach to opinion mining,,an empirical study of smoothing techniques for language modeling in,Stanley F Chen,"We train a 4-gram language model on the Xinhua portion of the English Gigaword corpus using the SRILM Toolkits ( Stolcke , 2002 ) with modified Kneser-Ney smoothing ( #AUTHOR_TAG ) .",2
593,J03-3004,a holistic lexiconbased approach to opinion mining,,generating language with a phrasal lexicon,Edward Hovy,"â¢ Learnability ( Zernik and Dyer 1987 ) â¢ Text generation ( #AUTHOR_TAG ; Milosavljevic , Tulloch , and Dale 1996 ) â¢ Speech generation ( Rayner and Carter 1997 ) â¢ Localization ( Sch Â¨ aler 1996 )",0
594,A00-1020,a holistic lexiconbased approach to opinion mining,,knowledgelean coreference resolution and its relation to textual cohesion and coherence,Sanda M Harabagiu,Details of the top performing heuristics of COCKTAIL were reported in ( #AUTHOR_TAG ) .,0
595,J92-1004,a holistic lexiconbased approach to opinion mining,,the bbn spoken language systemquot,S Boisen,"Representative systems are described in #AUTHOR_TAG , De Mattia and Giachin ( 1989 ) , Niedermair ( 1989 ) , Niemann ( 1990 ) , and Young ( 1989 ) .",0
596,J87-3002,a holistic lexiconbased approach to opinion mining,,computer exploitation of ldoces grammatical codes paper presented at a conference on survey of english language,A Moulin,"In addition , #AUTHOR_TAG note that our Object Raising rule would assign mean to this category incorrectly .",4
597,N13-1036,a holistic lexiconbased approach to opinion mining,,a systematic comparison of various statistical alignment models,F J Och,The parallel corpus is word-aligned using GIZA + + ( #AUTHOR_TAG ) .,2
598,P07-1068,a holistic lexiconbased approach to opinion mining,,libsvm a library for support vector machines software available at httpwwwcsientuedutw∼cjlinlibsvm,C-C Chang,"tions for the remaining 20 % of the instances ; and ( 3 ) train an SVM classifier ( using the LIBSVM package ( #AUTHOR_TAG ) ) on these 20 % of the instances , where each instance , i , is represented by a set of 31 binary features .",2
599,J04-3001,a holistic lexiconbased approach to opinion mining,,insideoutside reestimation from partially bracketed corpora,Fernando C N Pereira,Our algorithm is similar to the approach taken by #AUTHOR_TAG for inducing PCFG parsers .,4
600,W06-1639,a holistic lexiconbased approach to opinion mining,,conditional models of identity uncertainty with application to noun coreference,A McCallum,"Recently , several alternative , often quite sophisticated approaches to collective classification have been proposed ( Neville and Jensen , 2000 ; Lafferty et al. , 2001 ; Getoor et al. , 2002 ; Taskar et al. , 2002 ; Taskar et al. , 2003 ; Taskar et al. , 2004 ; #AUTHOR_TAG ) .",0
601,W06-1104,a holistic lexiconbased approach to opinion mining,,using information content to evaluate semantic similarity,Philip Resnik,This experiment was again replicated by #AUTHOR_TAG with 10 subjects .,0
602,J06-2002,a holistic lexiconbased approach to opinion mining,,children’s use of context in interpreting ”big” and ”little” child development,K S Ebeling,Children use vague adjectives among their first dozens of words ( Peccei 1994 ) and understand some of their intricacies as early as their 24th month ( #AUTHOR_TAG ) .,0
603,E12-1068,a holistic lexiconbased approach to opinion mining,,empirical methods for compound splitting,Philipp Koehn,"Other approaches use less deep linguistic resources ( e.g. , POS-tags Stymne ( 2008 ) ) or are ( almost ) knowledge-free ( e.g. , #AUTHOR_TAG ) .",4
604,D11-1138,a holistic lexiconbased approach to opinion mining,,using a dependency parser to improve smt for subjectobjectverb languages in,P Xu,"This includes work on question answering ( Wang et al. , 2007 ) , sentiment analysis ( Nakagawa et al. , 2010 ) , MT reordering ( #AUTHOR_TAG ) , and many other tasks .",0
605,P07-1068,a holistic lexiconbased approach to opinion mining,,an algorithm that learns what’s in a name,D M Bikel,"( 4 ) NE : We use BBN 's IdentiFinder ( #AUTHOR_TAG ) , a MUC-style NE recognizer to determine the NE type of NPZ .",2
606,D08-1034,a holistic lexiconbased approach to opinion mining,,can semantic roles generalize across genres,Szu-ting Yi,#AUTHOR_TAG has made the first attempt working on the single semantic role level to make further improvement .,4
